	id	text	label	insulto	grado	rol	tipo	insultos
2516	tweet92_1234927137997705216	@laSextaTV Y es que, adems de razn, tiene unos buenos ovarios.	NOVIOLENTO	NO				[]
1079	tweet45_1592149205610811393	@carlosbardem @RozalenMusic @Marwanmusica @CeciliaGessa @egiraldoabril Has dado en el clavo... De Ayuso! El resto de Comunidades la Sanidad va de puta madre. Verdad??	NOVIOLENTO	SI				['puta madre']
958	tweet0_1591821211818168320	@rmartinpalacios @PSOE Endocrino es de 7 meses....me da asco y vergenza que el canalla del Revilla est pasendose por los medios de comunicacin y nadie le diga nada. Y ayuso sea la mala de la pelcula...porque todo el mundo sabe que se va a cargar a Pinocho cmo hizo con el cheposo. Viva Ayuso.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['me da asco y vergenza', 'canalla', 'cheposo']
350	tweet63_1591771617709166593	"Que asco de politica... esta el pas en la puta ruina y de cabeza a una dictadura y solo hay manifestaciones POLITICAS contra Ayuso, porque es la unica que planta cara a Snchez. Esta ""derecha"" (meter al PP en la derecha es mucho meter) nos lleva a la ruina por cobarde!! https://t.co/BTKfSqFMaQ"	VIOLENTO	SI	MODERADO	PASIVO	OTRO	['Que asco de', 'puta ruina']
183	tweet7_990410453443637248	"@PatricioMery @EddiChonero1 @mariapaularomo se lleva las palmas del zoo cualquiera la puede llamar #zorra #gata #perra #sapa #batracio estoy segura q ella lo agradecer con  Esta ""mujer"" no REPRESENTA a nuestro gnero  @florcis_paredes @PazminoMay @FeliciaGarzon @MaraJtiva  @marthateresa @sarukamunoz6"	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['zorra', 'gata', 'perra']
2551	tweet47_1234916808345497605	@laSextaTV Y es verda sois un a mierda de tv, unos asquerosa rojos antiespaoles. Bastardos	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['sois un a mierda', 'asquerosa rojos', 'Bastardos']
1752	tweet54_1234917938261614593	@laSextaTV Jai Hitler! Excelente foto! ... Yo creo q es nieta de Franco, matadora de toros los fines de semana. Tambin maltratadora infantil. Y asesina a parte de corrupta! Le vi llevandose el lapiz y metro de Ikea... Asi q ladrona tb! Puff. Dimision ya!	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['matadora', 'maltratadora', 'asesina', 'corrupta', 'ladrona']
620	tweet11_1235189668548939777	@IreneMontero Me encantara saber el coeficiente intelectual de esta mujer y de paso que saldra en un test de droga	NOVIOLENTO	NO				[]
267	tweet43_1235245011542970374	@IreneMontero Que cansa eres, Hija!! https://t.co/3R331FCjDM	NOVIOLENTO	NO				[]
2483	tweet45_1234942647090982913	@laSextaTV Por que se va a retractar si es tan cierto como que el agua moja. Sois sectarios y populistas y no es de ahora.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['sectarios']
2655	tweet8_1235587170280169477	@IreneMontero El Juez Calatayud luchando contra el alcoholismo en los menores de edad y t fomentandolos...	NOVIOLENTO	NO				[]
607	tweet94_1591854057253216256	@GLlamazares de Puta madre, las prximas elecciones Ayuso mayora absoluta.	NOVIOLENTO	SI				['de Puta madre']
2742	tweet48_1234889807215591426	@laSextaTV Cayetana tiene toda la razn al criticar a la Sexta y adems tiene TODO el DERECHO a dar su opinin, por mucho que haya gente a la que no le guste. Se llama LIBERTAD de expresin. Os suena? Ya, ya me imaginaba que no...	NOVIOLENTO	NO				[]
751	tweet2_1235295912655835136	@IreneMontero La ignorancia es muy muy atrevida.....  y los que consienten esto no tienen tampoco preparacin, ni respeto a los seres humanos, ni vergenza.	NOVIOLENTO	NO				[]
931	tweet69_1592175842767306752	"@Rafa_Hernando Teniendo en cuenta que cuando quemaron la fachada de la sede de Podemos Cartagena los vuestros se lanzaron a decir que haba sido la lder (que acababa de superar un cncer), me cuesta sentir empata hacia Ayuso. S condeno el empleo de la palabra ""puta"" como insulto."	NOVIOLENTO	SI				"['""puta""']"
1193	tweet6_1593217955050840064	@Monica_Garcia_G Yo te cuento la fbula de la zorra obsesionada con Ayuso y las uvas.	NOVIOLENTO	NO				[]
1812	tweet43_1235186632971767809	@IreneMontero No s a que mujeres te refieres. Yo hasta ahora jamas he visto una gritar esa tontera.	NOVIOLENTO	NO				[]
992	tweet38_1592199513208664064	@MasMadrid__ Ayuso Puta, Ayuso asesina, Ayuso mentirosa, Ayuso ladrona. Ayuso nos insulta  A VER SI OS PONIS A TRABAJAR ESO NO ES OPOSICIN	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['Puta', 'asesina', 'mentirosa', 'ladrona']
923	tweet60_1591785773539680256	@Rita_Maestre En Madrid hay mucho funcionario activista   Que asco de izquierda y sus guerras polticas  Hay muchas comunidades con una sanidad peor que la de Madrid, esto es contra Ayuso  #yoconayuso  #YoNoVoyALaMarcha	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Que asco']
226	tweet73_1234833952269049862	@laSextaTV Esta mujer ha roto el PP y sigue insistiendo. A este paso su propio partido le va a hacer un cordn sanitario y la va apartar porque no aporta nada bueno. Ni Dolors Montserrat lo hacia peor, al menos nos hacia reir porque no daba ni una.	NOVIOLENTO	NO				[]
251	tweet22_1235296540572504065	@IreneMontero Repug nante. Eso es lo que es vuestro lema	NOVIOLENTO	NO				[]
1641	tweet7_1235295682879250433	@laSextaTV Y porqu motivo se va a retractar????....., si dices verdades pierdes amistades.	NOVIOLENTO	NO				[]
2852	tweet15_1235489256765820929	"@IreneMontero Una pregunta seora ""menestra"", cuando estaba haciendo esta ley estaba solo borracha o se habia metido algo mas? https://t.co/ieRcd47XX0"	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	"['seora ""menestra""', 'borracha', 'se habia metido algo']"
967	tweet9_1591832961619574786	Son artistas en desviar la atencin de sus tropelas, esta manifa es para tapar la eliminacin del delito de sedicin y la nueva concesin al independentismo, peor Ayuso mala. Que asco https://t.co/dL7uejdFVb	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Que asco']
555	tweet30_1592473334046130178	No termino de decidir que Fandom me da ms asco, si los Ayuso boys, o los fans del Teslo.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['me da ms asco']
2504	tweet75_1234836150432522241	@laSextaTV @cayetanaAT Cayetana tiene razn. Hace meses que dej de ver vuestra basura de programas y mi salud ha mejorado considerablemente :) se os ve el plumero manipulando a vuestros espectadores.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['basura', 'manipulando']
835	tweet39_1235119488493813762	@laSextaTV No es ninguna mentira. Lo nico que hacis es promocionar el comunismo y favorecer gobiernos que apoyan el golpismo, a los etarras y a los genocidas venezolanos. Slo hay que veros 5 minutos. Opino	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['apoyan el golpismo, a los etarras y a los genocidas']
2264	tweet35_1235621698017341440	@laSextaTV @cayetanaAT Toda la razn Cayetana. Mucho nimo!! Tienes unos ovarios muy grandes!! No te rindas y que sepas que hay mucha gente que comparte muchas de tus reflexiones. Y qu decir de tu partido poltico.. Una vergenza que hayan callado como cobardes o algunos te hayan criticado. Palante!	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['vergenza', 'cobardes']
2482	tweet44_1235219287058632705	@IreneMontero Solo eso? Y robos y dems delincuencia... Eso da igual?	NOVIOLENTO	NO				[]
2350	tweet56_1590951002370441216	@lombroso85 @Carmensastre12 Tu comprensin es tan perversa como tu ideologa. Esto no es la puta derecha, manipulando Tele Madrid o Canal Sur, ni tampoco contratos publicitarios de Ayuso con Inda o el Mundo. Lo que dijo la ministra es un apartado donde la gente se informe, por ejemplo de becas disponibles..	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['perversa', 'la puta derecha']
1888	tweet49_1235244469227794432	@laSextaTV Y tiene toda la razon del mundo	NOVIOLENTO	NO				[]
404	tweet40_1235251857322319873	@IreneMontero Te has saltado el momento en el que te preguntan sobre las herramientas que tendran los jueces para comprobar el si explicito, y respondes que, cuando no hay testigos, los jueces tendran como herramienta a los testigos. Magistral.	NOVIOLENTO	NO				[]
2500	tweet68_1235251844672376832	@IreneMontero Excepto si son explotadas como las menores de valencia y baleares que en ese caso esta justificado y por eso votamos en contra de investigarlo.  O no @IreneMontero	NOVIOLENTO	NO				[]
964	tweet6_1592032928682414080	Se ha quedado de puta madre la libertad que prometa ayuso https://t.co/yC0rTXzJAn	NOVIOLENTO	SI				['de puta madre']
1102	tweet72_1591402718215667715	@adrier_ENC VOX y el PP socialdemcratas? JAJAJAJAJAJAJAJAJSJSJSJSJ dios esta no me la esperaba me cago en la puta as que Ayuso y Abascal son los nuevos Bernstein y Palme, fieles lectores del ltimo Kautsky y camaradas de Attlee  god damn ojal bro	NOVIOLENTO	SI				['me cago en la puta']
370	tweet88_1591824177379610627	@tony_link1917 Es una puta manifestacin contra Ayuso por unos televisores de mierda, a estos hijos de pta no los vers manifestndose cuando les clavan el triple en la factura de la luz pq estn los suyos en el gobierno	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['puta manifestacin', 'de mierda', 'hijos de pta']
2644	tweet92_1235191058532880386	@laSextaTV @AntnTorre Es lo que sois	NOVIOLENTO	NO				[]
2800	tweet35_1234934555607552000	@laSextaTV Sois una panda de sinvergenzas https://t.co/NAnohsxhbf	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Sois una panda de sinvergenzas']
1052	tweet11_1592830170851082240	@larazon_es @Rocy__92 @maribecasado Las penas las ponen los jueces, un delito que ayer era de 5 aos hoy es de 5 aos, si lo rebajan demuestra que la judicatura es una puta mafia  no les importan las personas,  Nueva campaa para tapar los ridculos de Ayuso y Manolin, asco de derecha reaccionaria y medios afines https://t.co/EbmejMHrXF	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['es una puta mafia', 'los ridculos']
1528	tweet36_1234849553859448832	@laSextaTV @cayetanaAT Le dijo la sarten al cazo... Va, muerde muerde, que sirvas para algo....	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['que sirvas para algo']
1933	tweet15_1592520479490949121	@PeantoPo @pablo_gagarin @IdiazAyuso ah, que es mentira, me parece que el puto paleto de mierda aqu, ese que cree que lo sabe todo y no tiene ni estudios ni puta idea de nada y que es carnaza para Ayuso y sus planes eres eres t. A mamarla puto analfabeto.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['el puto paleto de mierda', 'ni puta idea de nada', 'A mamarla', 'puto analfabeto.']
1311	tweet37_1592144858919014400	Onda Cero, Mara Hernndez, equipo de noticias...sois ms del pp-vox que lo a Ayuso y me dais asco.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['me dais asco']
843	tweet48_1235497913444454402	@IreneMontero Qu bonito eslogan! Cuando tu hija llegue sola y borracha igual no te parece tan liberador	NOVIOLENTO	NO				[]
332	tweet43_1592161566178553857	@Monica_Garcia_G @Rita_Maestre @miguelmontejo74 Que ta ms pattica y ms obsesiona con ayuso ponte a trabajar de una puta vez	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Que ta ms pattica', 'de una puta vez']
2747	tweet56_1234916319188914179	@laSextaTV lvarez de Toledo tiene ms razn que una santa. Y,  adems,  tanto la Sexta a Atresmedia como la Cuatro a Mediaset les fueron entregadas de forma ilegal.	NOVIOLENTO	NO				[]
1534	tweet51_1235528410098778112	@IreneMontero No ests preparada para ser ministra.  Eso ya se saba.	NOVIOLENTO	NO				[]
323	tweet31_1592865291100647424	Lo mismito que le pas a la Ayuso con las residencias y ella s que dimit HIJO DE PUTA https://t.co/0azzmXD6ys	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['HIJO DE PUTA']
372	tweet90_1592054193212514305	@AntonioMautor    , mayora absoluta, Iglesias a su puta choza y un elemento diciendo sandeces. El pueblo de Madrid debe provocar.Madrid es mucho ms que un pueblo y los madrileos quieren a Ayuso. Ya sabes a callar y  y .	VIOLENTO	SI	MODERADO	EJECUTOR	HOMOFOBA	['a su puta choza']
1696	tweet81_1235552715599577088	@IreneMontero Eres tonta del cul, no puedes disimular tu incapacidad irresponsable. Lo q la Naturaleza no da, Salamanca no presta, y menos con un titulillo por. Arnet	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Eres tonta del cul', 'tonta del cul', 'incapacidad', 'irresponsable']
1286	tweet10_1591545205945434114	@Monica_Garcia_G @Rita_Maestre @EmilioDelgadoOr Y lo peor del caso que esta zorra de Mnica Garca sabe que la culpa es del ministerio de sanidad pero ella utiliza a los sanitarios para su conveniencia y joder as Ayuso. Ahora dice que solo hay mdicos en los sitios ricos y yo le digo que en la zona pobres tambin los hay.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['zorra']
2835	tweet88_1235260910815637515	@IreneMontero Hay que explicarlo y todo... joder que pea facha tenemos	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['joder', 'pea facha']
1807	tweet36_1234887287898505223	@laSextaTV Cayetana, lo mejor del PP. Animo y no te achantes, por favor	NOVIOLENTO	NO				[]
1565	tweet95_988903178614665217	@NachoRgz @JoseAMeadeK @UNAM_MX @JoseMeadeK El #PEOR secretario de hacienda en la historia de Mxico, segn el #FMI #INEGI #BANCOMUNDIAL , un #FRACASADO en Derecho, es un asco de persona ese tipo. Representa lo que es ser un #Priista , una basura humana.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['FRACASADO', 'asco de persona', 'basura humana']
1386	tweet24_1235147525985841152	@laSextaTV Izquierda Hundida amenazando   https://t.co/KxNosfN8sS  Sois basura desinformativa #Basura https://t.co/4ot9LxJJnI	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['Izquierda Hundida', 'basura']
1705	tweet94_1235138828345716737	@laSextaTV Mira que no soportaba a @cayetanaAT , habis conseguido que empiece a caerme bien.	NOVIOLENTO	NO				[]
529	tweet1_1592407650935144448	@CatalanyM @republicamurcia Hijo.para criticar con esa dureza a Ayuso cambia la informacin de tu perfil,que huele a mamporrero que da asco, por cierto,segn Alfonso guerra, Snchez es una nuez vaca de contenido intelectual,lo que viene siendo un ignorante patn con un barniz ligero de cultura.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['huele a mamporrero', 'da asco', 'ignorante patn']
1229	tweet47_1591846419895586816	@ismaelquesada Pero que hijos de puta son ah se ve palpable lo que estn haciendo con ayuso sinvergenzas	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['que hijos de puta son', 'sinvergenzas']
1552	tweet78_1235269150735466496	@IreneMontero @PabloIglesias Que denigrante queda lo de borrachas. Eso es vuestro feminismo? As queris que seamos vistas? Patetico.	NOVIOLENTO	NO				[]
433	tweet76_1235675151485763586	@laSextaTV Encima de fea es asquerosa	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Encima de fea', 'es asquerosa']
1339	tweet67_1591803082522132480	El PP por no querer dar SOVALDI a los enfermos de Hepatitis C, murieron 4000 personas .  Ese es el PP. El PP de Ayuso , no quiso que se llevaran a los ancianos de las residencias de Madrid a los hospitales.  Se les murieron 7000 personas .  Este es el PP.  Y van de guay .  Asco!	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Asco']
1970	tweet62_1592248718430179329	acabo de escuchar lo q ha dicho ayuso y compaia sobre la manifestacion es que... vaya puto asco de gente teblo juro	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['vaya puto asco']
531	tweet3_1591478140211458050	@libre_mercado @libertaddigital Ya no puedes caer ms bajo, becario. Mentira tras mentira insultando a los trabajadores del sector sanitario para salvar el culo de Ayuso. Por lo general me das pena. Hoy me das asco.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['no puedes caer ms bajo', 'me das pena', 'me das asco']
1236	tweet55_1592132215143821313	@YolandaSuma Espero que pronto no ser trans tambin sea una Microtransfobia, ya es hora de sealar claro que aquellos que no son trans es porque odian a los trans. Que triste que en pleno siglo XXI haya que explicar estas cosas. Maldito Franco y puta Ayuso	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Maldito', 'puta']
150	tweet63_1234967155927605248	@laSextaTV Sectarios miserables	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Sectarios miserables']
83	tweet46_1235315253942063104	@IreneMontero Al 99,99 % de los hombres nos importa un mojn cmo vuelvas a casa, Irene. A los pocos salvajes que impediran que volvieses sana y salva, vosotros los queris dejar en la calle cuanto antes. Mratelo.  Feliz borrachera.	NOVIOLENTO	NO				[]
2186	tweet89_1234855017972224001	"@laSextaTV Hay un hecho bsico en el que tiene razn: los medios mienten. Cada uno le da un enfoque u orientacin particular ""marca de la casa"", pero en lo sustancial todos sois escoria moral e intelectual."	VIOLENTO	SI	MODERADO	PASIVO	OTRO	['todos sois escoria moral e intelectual']
837	tweet41_1235210218436530177	@IreneMontero Mensaje confuso. No hace falta poner borracha ni drogada.	NOVIOLENTO	NO				[]
583	tweet64_1591893642184122371	@MarDGamero @Doct_Tricornio Porque la oposicin en Madrid da un asco atroz, y da igual lo que haga Ayuso, van a ir en su contra siempre aunque sea ir en contra de los madrileos.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['da un asco atroz']
245	tweet9_1235207722922016768	@IreneMontero Eres repugnante an si llevo dos copas de ms	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Eres repugnante']
677	tweet3_1234982237747044352	@laSextaTV Alguien se atreve a decirlo sin tapujos.	NOVIOLENTO	NO				[]
77	tweet35_1235114906074013697	@laSextaTV Ms que sexta, sois la secta.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['sois la secta']
1021	tweet70_1593705629448904707	@Puntual24H Personalmente prefiero un caf con Ayuso que una orga contigo. Que asco dais...	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Que asco dais']
1256	tweet76_1593732696462835712	@ogb1995 @IreneMontero Lo he dicho y lo dir todas las veces que sea. Si cada vez que critican a alguien por sus errores significa que lo est haciendo de puta madre, Ayuso debe de ser la que mejor lo hace.	NOVIOLENTO	SI				['puta madre']
792	tweet75_1234917799769845760	@laSextaTV Esta seora es una broma de la poltica, ni ms ni menos	NOVIOLENTO	NO				[]
2316	tweet18_1591110639095021568	"@manuelclic @SerranoAlfonso Yayas flauta: hay un refrn castellano 1ue les va de cine a Ayuso y al PP*""puta la madre,puta la hija,puta la manta que las cobija *"""	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['puta', 'puta', 'puta']
113	tweet1_1235238034989346824	@IreneMontero Lo que me hubiese gustado haber llegado a casa acompaada y sobria, y no los tanques que me pillaba, que quin cojones iba a acompaarme???	NOVIOLENTO	NO				[]
2160	tweet48_1234947733930336259	@laSextaTV El mundo al revs! Un medio de comunicacin, criticando la libertad de expresin!	NOVIOLENTO	NO				[]
2815	tweet54_1235575372474912768	@IreneMontero Eres un chiste https://t.co/02cPGK7R0Y	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Eres un chiste']
1089	tweet57_1591063116137529345	agradezco ser de madrid porq de verdad que asco ayuso	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['que asco']
1740	tweet36_1234838427893456896	@laSextaTV @cayetanaAT Grande Cayetana ! La verdad duele a la Secta.	NOVIOLENTO	NO				[]
1786	tweet2_1234945820354543616	@laSextaTV Que poco sentido del humor tiene	NOVIOLENTO	NO				[]
526	tweet97_1592102402760781825	Dnde ests Ayuso? Que ests disfrutando del desastre de manifestacin por la sanidad pblica en Madrid? es que veo que no twitteas sin vergenza, dimisin ya, tampoco olvidamos lo que hiciste con los abuelos fallecidos en las residencias, tendrs que pagar por ello,dais asco https://t.co/HtN8KzVf6M	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['sin vergenza', 'tendrs que pagar por ello', 'dais asco']
472	tweet35_1593520706326827011	Por ltimo, lamentar profundamente no haberme puesto a insultar en cada tuit de fachas poniendo bulos, cryptobros o seguidores acrrimos de Ayuso por la pereza de que me chapasen la cuenta. Una pena no despacharme con todos esos hijos de puta que nos quieren quitar lo pblico.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['hijos de puta']
832	tweet32_1235447672061997056	@laSextaTV Atizar a todos por igual, no slo a un lado. que cagar, la cagan todos y ustedes slo hacen el sealamiento a una parcialidad. sabiendo de sobra que donde hay tejas hay ratas.	NOVIOLENTO	NO				[]
1988	tweet80_1591728612570722306	@javierpadillab Pero a ver qu os liis que no es una manifestacin por la sanidad pblica, es una manifestacin CONTRA AYUSO! Os Lavan la puta cabeza	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Os Lavan la puta cabeza']
706	tweet40_1235066125546749954	@laSextaTV Y tiene toda la razn....	NOVIOLENTO	NO				[]
2251	tweet17_1234939403254063105	@laSextaTV Esto es lo que pienso de vuestra imparcialidad https://t.co/cgik5S9Any	NOVIOLENTO	NO				[]
1637	tweet2_992350893948526593	@acturiana1 @NicolasMaduro @dcabellor @1ChavistaMaduro @pavitazanahoria @MariaVillavizar @neljulger @Chavinella @RalitoDigital @ccolBA21 @4fchavez2021A Jajaja... Lo nico que saben hacer es el #Ridiculo... No tienen verguenza...	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Ridiculo']
1251	tweet71_1592075636621086720	@Monica_Garcia_G Que puta nazi eres. Quin no piensa como vosotros actuais de forma repugnante. Mira las urnas MONICACAAAAAA!!! Que tiene mayora absoluta!!!! Que regalabais 20 y un bocadillo para ir a vuestra manifestacin de la mentira!! Que te follen que ayuso seguir y no te votarn.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Que puta nazi eres', 'actuais de forma repugnante', 'Que te follen']
1743	tweet39_1235205492978438145	@IreneMontero @IgualdadGob Un saludo de antemano a la ministra de igualdad. Este comentario que se puede hacer entre un grupo de amigos, conocidos o incluso  en un debate pblico; debera ser rectificado y explicado. Ningn padre con hijas queremos que vuelvan a casa en el estado que se comenta en el Twitt	NOVIOLENTO	NO				[]
1164	tweet70_1235174245258465280	@laSextaTV Sois unos sectarios, en uso de mi Libertad de expresin lo repito: SECTARIOS	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['SECTARIOS']
199	tweet33_1235520312172834816	@laSextaTV Sois telebasura, sectarios y ridculos.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Sois telebasura', 'sectarios', 'ridculos']
1998	tweet95_1590995651751546880	@J_Zaragoza_ Deja de hablar ya de Ayuso y habla un poco de la reforma del delito de sedicin que quiere hacer tu jefe para comprar el apoyo de los independentistas y de paso humillarnos a todos espaoles, me da vergenza y asco.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['humillarnos', 'me da vergenza y asco']
1828	tweet65_1235104847386431488	@laSextaTV Y tiene toda las razn!!	NOVIOLENTO	NO				[]
750	tweet1_1235199873097531392	@IreneMontero Has insistido mucho en que todos los hombres somos violadores, eres una niata con muchas nfulas que va pasar a la historia por la nia caprichosa chapucera, no has sacado ni una ley para los violadores autnticos y los asesinos, lo que t vas a generar es mucho odio.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['niata', 'chapucera']
1037	tweet93_1591567910052720640	@laSextaXplica Afraaaaaaa, si no, quieres politizar lo de la Sanidad madrilea, sin duda una de las mejores del mundo, deja de un puta vez en paz a ayuso , que eres muy cansina. Cada vez que hablas le das votos a la gran ayuso .  Ojal maana seais cuatro gatos, sinvergenzas	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['de un puta vez', 'cansina', 'sinvergenzas']
1279	tweet3_1591850704821706752	@agarzon A ti cuntos madrileos te han votado?   Pues eso, y mientras tanto Ayuso alcanzando en las encuestas la mayora absoluta...  Dais pena por no decir que dais asco.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Dais pena', 'dais asco']
1537	tweet58_1234920378834857984	@laSextaTV Por qu se va a retractar?  Sois una herramienta al servicio de vuestro partido y Gobierno, para captar votantes y lavar intereses, no ms. Tal cual. Vuestra misin.  Pero eso ya lo sabemos en toda Espaa desde hace aos, Por qu tanta alarma?	NOVIOLENTO	NO				[]
1669	tweet39_1235084488184479746	@laSextaTV Qu ley impide hacerlo?	NOVIOLENTO	NO				[]
2529	tweet10_1235109240966008832	@laSextaTV A caso dice algo que es mentira?	NOVIOLENTO	NO				[]
552	tweet26_1592307131180789760	@NunezFeijoo @JuanMa_Moreno @alferma1 @AlfonsoRuedaGal @IdiazAyuso @cucagamarra . . .no ests a la altura . . . muevete . . . o deja pasa a Ayuso . . .y al Bandodo y al Pons mandalos a la puta calle . . inutiles, incompetentes . . .	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['a la puta calle', 'inutiles', 'incompetentes']
662	tweet77_1234928241158258688	@laSextaTV YO DIGO LO MISMO QUE CAYETANA LVAREZ DE TOLEDO!!	NOVIOLENTO	NO				[]
2114	tweet70_1234927808247410691	@laSextaTV La secta6 sealando al disidente, como siempre... En mis tiempos no pasaba!.	NOVIOLENTO	NO				[]
2308	tweet7_1591883123457159168	@jmdsondika @IdiazAyuso Da iguak quien gobierne hay q levantarse , pero en este caso Ayuso no solo ha matado a gente en la pandemia , ha eliminado trabajos , acusa a los sanitarios de esta situacin ,y lo peor sigue creyendo que lo est haciendo de puta madre	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['ha matado', 'de puta madre']
638	tweet43_1234950111672897536	@laSextaTV Y porque va a retractarse de algo que es cierto? Sois unos manipuladores	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Sois unos manipuladores']
139	tweet44_1235603575553867776	@IreneMontero Usted tranquila doa Irene. Si llega borracha a su casa, habr una patrulla de @guardiacivil que la custodia y no le pasar nada.	NOVIOLENTO	NO				[]
2040	tweet59_1234918014207877121	@laSextaTV La verdad duele pero es contundente!! Porque se tiene que retractar?? Lo hizo @DebatAlRojoVivo cuando manipul las palabras de @Santi_ABASCAL sobre las cartillas de racionamiento que dijo @sanchezcastejon? Y es un ejemplo solo!!	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['manipul']
2629	tweet66_1234944733539074048	@laSextaTV . Totalmente de acuerdo, es ms esa Cadena la tengo sin sintonizar.... A mi lavados de cerebro CERO...	NOVIOLENTO	NO				[]
1013	tweet62_1590972597734412288	"@Julio_Rodr_ Buenos das a todos,de puta pena y de autntica vergenza,lo de Ayuso y sin dejar de lado a sus ""votantes"""	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['de puta pena', 'autntica vergenza']
1122	tweet94_1592202238621253632	@IreneMontero Que te lo crees t q Madrid dice no a Ayuso, deja de soar cajera!!! Esta manifa  es para para fortalecer ms a Ayuso y a los madrileos para volverla a elegir, as q date un golpe en esa cabeza de odio q tienes, igual te viene hasta bien, asco das	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['date un golpe', 'asco das']
1392	tweet32_1234991105046790144	@laSextaTV @cayetanaAT Porque dice la verdad. Y falta hace que lo digan otros.	NOVIOLENTO	NO				[]
2793	tweet26_1235042397303656448	@laSextaTV Hacer periodismo crtico y libre y dejar de decir   gilipolleces	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['gilipolleces']
1594	tweet40_1234879521054175234	@laSextaTV @Calope01799313 Porque se va a retractar de decir la verdad?	NOVIOLENTO	NO				[]
366	tweet83_1591375483643404290	Da ASCO QUE AYUSO ABUSE DE SU CARGO Creo que tiene la inteligencia justa par pasar el da y la caradura para pasar la vida Ayuso  desafa la ley educativa y convoca dos concursos para construir colegios concertados en suelo pblico gratuito https://t.co/1PlpvzpBT8 va @eldiarioes	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Da ASCO', 'ABUSE', 'la inteligencia justa par pasar el da']
2540	tweet29_1235503223919632384	@laSextaTV Y le doy toda la razn!!!!	NOVIOLENTO	NO				[]
