	id	text	label	insulto	grado	rol	tipo	insultos
855	tweet88_1591948774150373376	Puta ayuso de mierda que por tu culpa y los mierdas que te votan no me llaman para operarme del quiste y me duele y estoy harta	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Puta', 'de mierda', 'los mierdas']
856	tweet48_1235192499351715840	"@IreneMontero Pues fjate qu sencillo es decirlo de la segunda manera. Que no haya que interpretar nada. Que nada desve la atencin. Mensajes claros y directos. Ese mismo que has escrito: ""Ni cmo vistes, ni si has bebido, NADA justifica o atena una agresin sexual""."	NOVIOLENTO	NO				[]
857	tweet55_1592077867080646657	@libertaddigital A ver, por partes, Ayuso dej morir 7291 ancianos, as que lo de asesina es cierto. Luego, lo de la baja asistencia es una puta mentira, que si te lo propones encuentras las fotos aereas.	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['dej morir', 'asesina', 'puta']
858	tweet40_1591871211214086146	@protest888 @VAlegrame @Monica_Garcia_G Pero que cojones Ayuso dimisin si lo que est pasando no es culpa de esta presidenta sino de la puta mafia de sindicatos y mucha gente que se rasca los huevos sin ir a trabajar poniendo el cuento para estar de baja . #yoConAyuso #sindicatosLadrones #yoConAyuso	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['que cojones', 'la puta mafia', 'sindicatosLadrones']
859	tweet84_1235491442287620096	@IreneMontero @ATENHEA1 Digas lo que digas, te van a criticar igual. Mientras te critican existes...	NOVIOLENTO	NO				[]
860	tweet81_1235198652278284288	@laSextaTV Bien por Cayetana.....	NOVIOLENTO	NO				[]
861	tweet3_1235165876866953216	@laSextaTV Que siga propagando odio que hay cosas ms importante como destruir coronavirus y no patrias y las banderas y los egos	NOVIOLENTO	NO				[]
862	tweet45_1234895829586063363	@laSextaTV @cayetanaAT Tu problema de rabia extrema a todo, es debida a tu complejo por lo mal que se ha portado la madre naturaleza contigo???? Es para encontrarle un sentido a tanta estupidez, nada ms eh.... de buen rollo	NOVIOLENTO	NO				[]
863	tweet82_1592523946674753540	@elprogramadear Claro, si tu llevas a esa gente fascista porque eres como ellos.  #ApagaALaQuintana #ApagaElProgramaDeAR Esta derechona est a favor de Ayuso.  Ana Rosa siempre fue pepera ,pero ahora ya es que se ha desbocado y se ha echado en brazos de la lerda, como el mentiroso Inda.  Asco	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['la lerda', 'el mentiroso', 'Asco']
864	tweet36_1591798164968857601	@pastafariian A La puta  calle ayuso .....y el resto que tome note.   No se juega con la sanidad y la educacin pblica ....	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['A La puta  calle']
865	tweet22_1235194680058556417	@IreneMontero Que si joder !!!! Viva el vino!!!!!!	NOVIOLENTO	SI				['joder']
866	tweet54_1591060211460374529	@Monica_Garcia_G Que asco da leeros. Que cansina eres, copn.  Tiene la culpa Ayuso de que hay taraos que agreden a dos sanitarios? A ver si va a tener tambin la culpa de la muerte de Manolete y no lo sabamos. Ponte a trabajar, agilipollada	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Que asco', 'cansina', 'agilipollada']
867	tweet68_1235370058496393216	@IreneMontero Insistir en el error en lugar de enmendarlo. Han banalizado el consumo de alcohol y creado una polmica absurda que aparta el foco de lo que quieren decir. NADA justifica una violacin. Nada justifica que se normalice la borrachera como diversin desde el Gobierno.	NOVIOLENTO	NO				[]
868	tweet41_1234951203378880512	@laSextaTV Perfecto que no se retracte no estis los de la secta y menos ferreras para sentiros ofencidos	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['la secta']
869	tweet2_1235248131031396352	@IreneMontero No queremos que nuestras hijas y hijos vuelvan borrachos a casa. Borrachos pierden la dignidad,creo que has puesto un mal ejemplo,cuando el alcohol es el drama de muchas familias,callada ests ms guapa,	VIOLENTO	SI	MODERADO	EJECUTOR	MACHISTA	['callada ests ms guapa']
870	tweet20_1592148416351637504	@Noelia_posse El fracaso es el suyo no puede evitar que lo vieran todos los madrileos y vieran que fue un esitazo asco de PP asco de ayuso	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['asco', 'asco']
871	tweet33_1235320558650355714	"@IreneMontero Llegando a su casa ""solas y borrachas"", las mujeres habrn conquistado todo lo que soaban. No es maravilloso?"	NOVIOLENTO	NO				[]
872	tweet49_1591863899204497410	Yo no, de verdad quiero creer que hay mucha gente engaada o que no se entera   Pensando sobre la lgica soy incapaz de comprender que Ayuso tenga casi mayora en votos   Es que no ha hecho una puta cosa bien, ni ha hecho una sola propuesta buena https://t.co/0J3Eu6f3uY	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['una puta cosa bien']
873	tweet2_1591919069913284608	Son unos sinvergenzas vividores. Si se les termina el chollo se mueren del asco. La sanidad pblica est jodida en toda Espaa.  Que aumenten las plazas de MIR. Eso depende del Gobierno. Ojal se entierren en su lodo. Gracias Ayuso por todos tus logros https://t.co/yg6mtgS6A4	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['Son unos sinvergenzas', 'se mueren', 'asco', 'Ojal se entierren en su lodo']
874	tweet25_1235194337199370241	@IreneMontero Yo pensaba que las cajeras saban escribir. Pero parece ser que t a pesar de ser cajera, cometes muchas faltas de hortografa. La mona aunque se vista de seda mona se queda. Eso lo entiendes o tampoco.	VIOLENTO	SI	MODERADO	EJECUTOR	MACHISTA	['La mona aunque se vista de seda mona se queda']
875	tweet76_1593278697146138624	"@HhijosdePutin Jajajaja si no sabe que decir de Ayuso : ""yyyy, mmmmm, yyyyy, bueno, que os agradezco mucho.."". En fin, asco infinito, no paso por su canal ni sin querer (y por ninguno)."	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['asco infinito']
876	tweet59_1235189808105914369	@laSextaTV @fercar13dic Ni debe retractarse, porque ha dicho la verdad.	NOVIOLENTO	NO				[]
877	tweet14_1234977055529304066	@laSextaTV De acuerdo con ella , ya solo veo la  sexta cuando me cambian la sintaxis de los canales;ni un segundo me quedo.	NOVIOLENTO	NO				[]
878	tweet19_1593596191140454402	@Puntual24H Y que le importa a nadie la vida sexual de Ayuso? Esta es que habr querido algo con ella y no ha podido y se venga.  Me da asco la poltica de este pas. Todo no vale y menos faltar al respeto e insultar. Partido de mucha igualdad y de poco respetar. Os desacreditis  solos.	VIOLENTO	SI	MODERADO	PASIVO	OTRO	['Me da asco la poltica de este pas']
879	tweet15_1591909785380999168	Llamar asesina a Ayuso es de forma no irnica muy de defender derechos y tiene mucho que ver con una tendencia ideolgica llamada 'no ser un hijo de la gran puta'. https://t.co/1bHIf35Bxk	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['asesina', 'hijo de la gran puta']
880	tweet36_1235201729186193410	@IreneMontero UFF! Vaya tontera. Si quiere la ministra decir que nada justifica una agresin sexual, que lo diga as.  Por higiene mental, mejor beber con responsabilidad. El alcohol perjudica a la salud, si bebes no conduzcas, si ests borracha busca ayuda.	NOVIOLENTO	NO				[]
881	tweet61_990734291209412608	No culpes a nadie de tus fracasos en la vida.. madura, de que te sirve que te avienten tantas piedras, si vas error tras error  #Fracasada	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Fracasada']
882	tweet61_1592563465356709889	"@europapress Me hace gracia:  - ""Con una debida formacin en perspectiva de gnero"" Como si la ""Perspectiva de gnero"" fuera una ciencia y no una amalgama de gansadas demagogas.  No han trabajado en su PUTA vida y dan lecciones a jueces de cmo hacer su trabajo.  En fin, que Ayuso dimisin"	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['en su PUTA vida']
883	tweet49_990007505144221696	@joseantoniokast Todo indica que la Inoperante @mbachelet tambin dedicar el tiempo de ocio a hinchar las pelotas al gobierno de @sebastianpinera , andate luego a la @ONU_es NEFASTA. #NadieTeQuiere	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Inoperante', 'NEFASTA', '#NadieTeQuiere']
884	tweet62_1235110605108862977	@laSextaTV X q lo va a hacer si lleva toda la razn. La sexta esta al servicio de PSOE y podemos	NOVIOLENTO	NO				[]
885	tweet17_1235313506813202435	@IreneMontero Y con este MACHISTA que se define as mismo como psicpata que hacemos???.  https://t.co/ts4eXuoq0S	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['MACHISTA', 'psicpata']
886	tweet68_1592519569587204096	@acompanado_el Ayuso es la puta ama all en su mundo, les tiene miedo a esta psicpata, como si no roban miles de euros y ni se inmutan es ms es presidenta de una comunidad, como roben ms pasta igual llega a presidenta de gobierno	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['psicpata']
887	tweet55_1591843026154184705	@geroMdE @BenderOfuscado Mas madrid y el psoe estaban separados. Normal q el mas votado fuera azul.  Chorrada de grafico. Veremos en las proximas la ostia de ayuso.  Puta Emperatriz que no llega ni a portavoz de un perro de mierda.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['la ostia', 'Puta', 'perro de mierda']
888	tweet50_1235270032965406723	@laSextaTV Los medios de comunicacin han vendido al dinero pero no solo la sexta . Toda la razn @cayetanaAT .	NOVIOLENTO	NO				[]
889	tweet89_1235504712839057413	@laSextaTV @cayetanaAT Totalmente de acuerdo con ella...sois un foco de desinformacin...ferreras alias tres capas de calzoncillos!!	NOVIOLENTO	NO				[]
890	tweet62_1235224579284406274	@laSextaTV Izquierda Hundida amenazando   https://t.co/KxNosfN8sS  Sois basura desinformativa #Basura https://t.co/4ot9LxJJnI	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['Izquierda Hundida', 'basura']
891	tweet93_1234865349532758017	@laSextaTV Toda la razn	NOVIOLENTO	NO				[]
892	tweet22_1235466596900102157	@IreneMontero Eres la vergenza de las mujeres.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Eres la vergenza']
893	tweet40_1591894264404918272	@a_lacutre Yo he estado en la manifestacin con cuatro mdicos que son ms de derechas que el grifo del agua fra. Muertos de asco con mucho de lo que nos rodeaba, sin duda, pero ah estuvimos. Y antes que (volver a) votar a Ayuso, nos cortamos la mano.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Muertos de asco', 'nos cortamos la mano']
894	tweet90_1234971495442468864	@laSextaTV Igual, digo yo que es posible que le ampare la Libertad de Expresin y de Opinin e incluso hasta sea posible que tenga un criterio que hay que aceptar y sobre todo respetar.	NOVIOLENTO	NO				[]
895	tweet79_1235639640905994241	@IreneMontero Y con este MACHISTA que se define as mismo como psicpata que hacemos???.  https://t.co/ts4eXuoq0S	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['MACHISTA', 'psicpata']
896	tweet53_1234888605832708099	@laSextaTV No esta sola en denunciarlo, ustedes no son un medio de comunicacin son un chiringuito anti sistema que da asco.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['da asco']
897	tweet53_1235837291362258944	@laSextaTV No solo ha dicho eso, poner la secuencia completa, sectarios https://t.co/wU1VbXv31l	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['sectarios']
898	tweet96_1235490121190756353	@IreneMontero Tu a casa vas borracha no? O ms bien sales	NOVIOLENTO	NO				[]
899	tweet29_1592110380717060097	@MarioGarcesSan Bueno, una puta es aquella mujer que vende su autoestima, sus principios morales y su ser al mejor postor y por dinero.  Sin embargo Ayuso...... ...ehmmm...., O sea,.....Que...esooo.....hmmm... Vaya, que tarde se ha hecho,... me voy que tengo que... pasear al gato, eso.!	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['puta']
900	tweet86_1235131382285860865	@laSextaTV La sexta es mierda Ferreras es un asqueroso	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['es mierda', 'asqueroso']
901	tweet55_1235105372131622913	@laSextaTV Lnea Editorial de la sexta... Marx periodismo.... No sois sectarios? Se os ve el plumero y los billetes desde lejos. lvarez de Toledo tiene toda la razn. #DanVerguenza #troleros #trileros https://t.co/C2L9SprbE5	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['DanVerguenza', 'troleros', 'trileros']
902	tweet8_1235946562301329408	@laSextaTV @cayetanaAT Me alegro que no se retracte porque tiene toda la razn... Que poco os gusta la libertad de expresin cuando la opinin es contraria a la vuestra	NOVIOLENTO	NO				[]
903	tweet28_1592045743820673025	@veronicafumanal Y no est manipulando para nada, es ms que evidente que la manifestacin de ayer fue en contra de Ayuso. A esos putos activistas les importa un bledo la sanidad que por cierto, en Madrid es de las mejores y no se compara con las comunidades donde gobierna la puta izquierda	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['putos activistas', 'la puta']
904	tweet17_1591839413625126915	@Rita_Maestre @Monica_Garcia_G @ierrejon Cada vez que pienso que s gobierna Ayuso es por la traiccion de errejon,me da asco,no olvidamos Rita,que os olvidis rpido de cmo empez todo	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['me da asco']
905	tweet55_1235206717211922435	@IreneMontero Joder hija ni tu misma te aclaras . An no te diste cuenta que eres muy barriobajera???? Te queda muy grande la poltica	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Joder', 'barriobajera']
906	tweet38_1234953159837208577	@laSextaTV Si el propio ferreras dice que no es imparcial sino de izquierdas....	NOVIOLENTO	NO				[]
907	tweet55_1591888528400683009	@JC_C_A Solo les queda dimitir y esconderse  asco de PP asco de ayuso	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['asco', 'asco']
908	tweet16_1235544523847200768	@IreneMontero Jajja no hay por donde coger este engendro de proposicin de ley.	NOVIOLENTO	NO				[]
909	tweet98_1591857252633567232	@salvadorilla @eldiarioes Preocpate por la de Catalua, que esa si que da asco y no la gobierna Ayuso. Si no tus socios de indultos, presupuestos, sediciones y dems traiciones.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['da asco', 'dems traiciones']
910	tweet50_1235210627536343040	@IreneMontero Compartiendo el mensaje de fondo el slogan es una estupidez mal planteada que no hay por donde coger.  De un Ministerio espero poltica seria.  Esto no lo es.	NOVIOLENTO	NO				[]
911	tweet31_1235292655917174786	@laSextaTV Libertad de expresin, creo que se llama. Que piel tan fina.	NOVIOLENTO	NO				[]
912	tweet69_1234997629215358977	@laSextaTV Tiene toda la razn.	NOVIOLENTO	NO				[]
913	tweet12_1591824622957506561	@AntonioMaestre Del sur, del norte del este y del oeste. Pero de Espaa. Y no por la Sanidad Pblica, q os importa una puta mierda, a juzgar por los Presupuestos, sino contra Ayuso, evidentemente  https://t.co/oOe7OafxXr	NOVIOLENTO	SI				['una puta mierda']
914	tweet56_1593658152465096707	@J_Zaragoza_ Es curioso que no tienes los cojones de acusar a Daz Ayuso de corrupcin abiertamente. Sabes que te caera una querella por difamacin. Eres el tpico nio repelente y cobarde que difunde rumores en la escuela y tira pellizcos de monja. No s como no te das asco.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['nio repelente', 'cobarde', 'No s como no te das asco']
915	tweet73_1235269174135488513	@IreneMontero Donde se puede imprimir el consentimiento??	NOVIOLENTO	NO				[]
916	tweet8_1591814277547323393	@ccarballo50 Ahora es cuando la hija de puta de la Ayuso ,echa sus perros a lavarle la cara en el Twitter.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['la hija de puta']
917	tweet58_1234991196730052608	@laSextaTV Ya lo dej claro Carreras que antes de ser periodista es de izquierdas.	NOVIOLENTO	NO				[]
918	tweet93_1234849185242980354	@laSextaTV El nico que se salva de vuestra cadena , Alfonso Ars; los dems, morralla periodstica al servicio de la ultraizquierda.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['morralla periodstica']
919	tweet98_1591031234968297472	@DebatAlRojoVivo Que sabr este como se vive en Catalua. Gobierno de felones. Asco profundo.  Venga vamos a darle a la Ayuso que es lo vuestro. Cmplices.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Asco profundo']
920	tweet94_1235356331663597568	"@IreneMontero ""Hermana yo si te creo"" Las menores de Baleares y la menor de Valencia, no son hermanas tuyas?"	NOVIOLENTO	NO				[]
921	tweet67_1235218624396263424	@IreneMontero @PabloIglesias Pues anda que pones bien a las mujeres de borrachas,vaya cerebrito	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['vaya cerebrito']
922	tweet50_1592519247695314944	@Monica_Garcia_G Todava estoy esperando a que la mema diga cul es su plan cuando consiga echar a Ayuso. Su plan es gobernar sin plan. No tiene ni puta idea de lo que falla porque no lo sabe sealar, pero te dice que si no la votas eres malo. Nos la tenemos que quitar de encima como sea	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['la mema', 'ni puta idea']
923	tweet75_1235193682342694914	@IreneMontero Hija ma te has lucido con ese eslogan y para esto te pagan y ests ocupando un silla en el ministerio,en mi familia la mayora son mujeres y tanto mi madre,mis tas como mis primas quiero que lleguen a casa bien y lo nico que haces con este eslogan es fomentar el alcholismo	NOVIOLENTO	NO				[]
924	tweet84_1592059445844279301	@SanWicente Este to ha perdido la cabeza completamente... Son psicpatas, tanto el cmo la puta desequilibrada de ayuso.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Son psicpatas', 'la puta desequilibrada']
925	tweet23_1235191992004620289	@IreneMontero Solas, borrachas, lcidas, bailando, cantando La Marsellesa, o cmo les salga de las narices. Dejad a las mujeres en paz! Qu desaparezca ya el puto patriarcado!	NOVIOLENTO	SI				['puto patriarcado']
926	tweet84_1235188512758149120	@IreneMontero Todas las mujeres tienen derecho a volver a casa y nada justifica una agresin, bien dicho Irene.	NOVIOLENTO	NO				[]
927	tweet5_1593526452405915648	@Puntual24H Que asco siempre ayuso	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Que asco']
928	tweet45_989518050297868288	La candidata para diputada de #BajaCalifornia, Adriana Lpez Quintero, busca votos de est forma!!!....#Ridiculo #NoMasPri  #MasDeLoMismo  #Elecciones2018  #EleccionesMxico https://t.co/u5yNcX73VM	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Ridiculo']
929	tweet41_1235189936200044544	@IreneMontero Y de las nias tuteladas de Mallorca que fueron abusadas vais a decir algo?? O a estas no se merecen llegar sanas y borrachas a casa porque los implicados son amiguetes???	NOVIOLENTO	NO				[]
930	tweet61_1592165331971211266	@rosamariaartal @TwitDiscordante Es una vergenza vuestro sectarismo. Que la sanidad est hecha un desastre es evidente, pero es algo absolutamente generalizado en Espaa. Vosotros os centris en Ayuso por un simple inters sectario. Qu pasa en el resto de autonomas?, no tienes nada que decir?. Qu asco	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['sectarismo', 'sectario', 'Qu asco']
931	tweet88_1235461038587473920	@IreneMontero Poner a una ignorante de ministra a hacer leyes es peligroso. Que encima necesite un macho alfa de vicepresidente para defenderla es costoso y ridculo.  Si no hay testigos como se apoyan los jueces en las testificales? Eres idiota. #PesteComunista	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['ignorante', 'Eres idiota']
932	tweet63_1235178617270939648	@laSextaTV @cayetanaAT Poco se critica a la secta para como divulga las noticias.Lamentable	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['secta', 'Lamentable']
933	tweet17_1235712930727018501	@IreneMontero Por cierto porq tubo q salir @PabloIglesias a defenderla? Esq ella no sabe defenderse solita? La culpa es del patriarcado verdad @IreneMontero ?? no dejan q te expreses libremente y te hacen callar??	NOVIOLENTO	NO				[]
934	tweet8_1235325991029006339	@IreneMontero Como es posible q el coronavirus afecte a los mdicos y vosotros no pilles ni uno...es raro...	NOVIOLENTO	NO				[]
935	tweet76_1235478448908324864	@laSextaTV Y qu razn tiene	NOVIOLENTO	NO				[]
936	tweet7_1235471424967577600	@laSextaTV Despus de las misas retransmitidas por la 2TVE, este es el primer canal, junto con Tele5 ms intil de la TDT? Yo lo metera en los teletiendas.	NOVIOLENTO	NO				[]
937	tweet79_1235337215724736515	@IreneMontero Eres una ignorante y punto.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['ignorante']
938	tweet25_1234854101458001922	@laSextaTV @cayetanaAT Yo apoyo la libertad de expresin de #cayetanaAT	NOVIOLENTO	NO				[]
939	tweet30_1235175121846927360	@laSextaTV @cayetanaAT La Secta.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['La Secta']
940	tweet16_1235036902857814018	@laSextaTV @cayetanaAT Retrctense ustedes de sus mentiras, han saltado ustedes cual resorte, ustedes no son periodistas solo manipuladores a sueldo de sus amos en la ultra izquierda globalista y populista.  Me sumo a la crtica de esta seora, todo mi apoyo.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['manipuladores']
941	tweet17_1591892339207065600	@salvadostv Vergenza lvarez cascos  pp partido de intiles prepotentes. Asco de pas que an tiene gente que sigue votando a estos intiles como feijo y ayuso.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['intiles', 'prepotentes', 'Asco de', 'intiles']
942	tweet65_1235260618229284864	@laSextaTV Pues no le falta ni un pice de razn, la verdad.  Ha definido a @laSextaTV cmo lo que es, una secta de la desinformacin.  Lstima que esta mujer valiente est en el partido equivocado, para VOX la quisiera yo.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['secta']
943	tweet54_1592168302092390400	donde estan los que decian que ayuso es la puta ama que os vea yo sabandijas	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['sabandijas']
944	tweet33_990968138932961280	@marianiten1973 @DiarioOle Jajaja que pelotudo que sos pero bueh, siendo hincha de ese equipo de mierda que se poda esperar #equipochico #seguiparticipando #daspena	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['de mierda', 'daspena']
945	tweet70_1235153539409891328	@laSextaTV Es porque la mayora de los espaoles pensamos lo mismo. Y por cierto yo no vera la sexta ni aunque me pagaran por hacerlo.	NOVIOLENTO	NO				[]
946	tweet4_1234994540265631744	@laSextaTV Lgico, lo raro es que vosotros no reconozcais que es as	NOVIOLENTO	NO				[]
947	tweet14_1592265157648220161	@ppmadrid @IdiazAyuso Asco nos dais criminal corruptos ya lo tenis todo perdido feijoonarco nunca ser presidente d  y Ayuso a prisin por dejar morir a los abuelos dar comisiones a su hermano y dems fachas sois basura. https://t.co/4o9dpveiZV	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['Asco nos dais', 'criminal corruptos', 'feijoonarco', 'a prisin', 'por dejar morir', 'sois basura']
948	tweet42_1592483342880243715	@juanlobato_es Tan grande que Ayuso va sacar mayora absoluta y t te vas a comer una puta mierda	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['te vas a comer una puta mierda']
949	tweet27_1234980494497828864	@laSextaTV Desde que Ferreras minti y se invent lo de los terroristas suicidas el 11M para manipular los muertos contra el PP, todos sabemos que es un sectario que trabaja para la izquierda ms radical.  Debera estar inhabilitado, pero es el director.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['minti', 'se invent', 'manipular', 'es un sectario']
950	tweet53_1234892323764436992	@laSextaTV Pues estoy totalmente de acuerdo con ella, por ej hoy Antena3 (foto @BrunoFerTer ) https://t.co/JKhEszmthM	NOVIOLENTO	NO				[]
951	tweet51_1234916687490797571	@laSextaTV @04040600t No merecis otra cosa @cayetanaAT dice verdades como puos.	NOVIOLENTO	NO				[]
952	tweet57_1235245598342885376	@laSextaTV Cayetana tiene toda la razn	NOVIOLENTO	NO				[]
953	tweet61_1593680655535292417	Me cago en dios, va a cerrar tuiter y Ayuso me sigue teniendo bloqueado. Es como morir y quedarte solo en el vaco eternamente, porque todos tus seres queridos, lgicamente, estn en el puto infierno, porque son tus seres queridos pero tambin unos hijos de puta. Ayuso, te amo!	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Me cago en dios', 'unos hijos de puta']
954	tweet62_1591349429604614144	@PSOE @juanlobato_es Que lo comprobamos en pandemia, que os dio igual la salud y sanidad de los madrileos si podais ir contra Ayuso, hijos de puta	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['hijos de puta']
955	tweet64_1234994707270291456	@laSextaTV @cayetanaAT Cuanta razn tienes !!! No te achantes ... dales duro	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['dales duro']
956	tweet7_1235028428954320896	@laSextaTV Bravo por ella @cayetanaAT	NOVIOLENTO	NO				[]
957	tweet71_1235251936439554048	@IreneMontero Quiero llegar :sola y sin miedo, sola y segura, sola sintindome protegida, quiero irme de la discoteca sin tener q mirar atrs, sin llevar el mvil en la mano, sin correr al portal con la llave en la mano...  Tenis taaaanto dnde elegir... Y elegs sola y borracha.  Ole	NOVIOLENTO	NO				[]
958	tweet31_1592223511569117184	De hacer gracia a dar asco. Ni me gusta Ayuso, ni me gusta ningn poltico, pero este tipo de titular me revuelve el estmago. Todo, absolutamente todo, est podrido. https://t.co/uILHgCYdBh	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['dar asco']
959	tweet55_1234949999324278784	@laSextaTV Y se atreven a darnos lecciones estos pijosprogres a los humildes trabajadores de cmo debemos vivir que tenemos que pensar que tenemos que comer como tenemos que vestir	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['pijosprogres']
960	tweet21_1235195686695645191	"@IreneMontero ""Feminismo punitivo"": cuando el gnero se redujo al castigo. De Guadalupe Snchez. https://t.co/jmDcZtS6n3"	NOVIOLENTO	NO				[]
961	tweet10_1235312436095389707	@IreneMontero Tu ley me la paso por donde Atila el caballo.	NOVIOLENTO	NO				[]
962	tweet57_989333331811688450	@AlvaritoMorales #Ridiculo Jajajajajaja	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Ridiculo']
963	tweet53_990606891666558976	#AlavsAtleti hasta cundo se me va a permitir a Diego Costa hacer lo que le sale de los huevos en todos los campos que pisa?yo no estaria orgulloso de tener en mi equipo un jugador as #dasasco	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['dasasco']
964	tweet43_1591861140203634689	@ismaelquesada Qu sinvergenzas!!!! , porqu n se manifiestan por este gobierno que nos ha llevado a la ruina?? , n,  solo en contra de Isabel Daz Ayuso....que asco de gente...	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Qu sinvergenzas', 'que asco de gente']
965	tweet75_1591572823004573698	@laSextaXplica Yo, no soy de Madrid, pero si lo fuese y viese vuestro programa votara Ayuso!!! Es que no hay ms cosas de las que hablar?  Melilla, sedicin... se os ve el plumero. Asco no, lo siguiente. MAYORIA ABSOLUTA	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Asco no, lo siguiente']
966	tweet97_1592303248144498689	Menudo zocotroco. Qu to ms gilipollas, por Dios.  T y los tuyos le vais a comer el toto a Ayuso y a sus seguidores. Comemierda, vendido. Dais mucho ASCO.  #PsoeNuncaMs !! https://t.co/yb2fYZOzFa	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['zocotroco', 'gilipollas', 'le vais a comer el toto', 'Comemierda', 'vendido', 'Dais mucho ASCO']
967	tweet95_1235263369617330176	@laSextaTV @cayetanaAT Hace muy bien en no rectificar por que lleva toda la razn. La sexta es una tv vocera al servicio de la izquierda,populismos y de la extrema izquierda.	NOVIOLENTO	NO				[]
968	tweet54_1235239494561026048	@IreneMontero El alcoholismo es una enfermedad que contagia a todos los que estn a su alrededor.	NOVIOLENTO	NO				[]
969	tweet54_1235190442322518018	@IreneMontero @PODEMOS Esta mujer est en la cima poltica de Espaa. Ingresa ms de 5.000 al mes. Y todos sabemos por qu. Por quin. Pablitty woman.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	[]
970	tweet12_1592578134213545984	@FuentSalas SACA TU PUTA LENGUA DEL CULO DE AYUSO. https://t.co/2K3YQgBoJI	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['TU PUTA LENGUA', 'CULO']
